"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 16 22:21:48 CST 2024","Tue Jan 16 22:21:48 CST 2024","315","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A2-有符号8位整型","异常下发io变量-A2-有符号8位整型"
"passed","Tue Jan 16 22:26:47 CST 2024","Tue Jan 16 22:26:48 CST 2024","1025","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io映射变量_io_A1_1","下发io映射变量_io_A1_1"
"passed","Tue Jan 16 22:31:53 CST 2024","Tue Jan 16 22:31:55 CST 2024","2051","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A10=110.16","下发A10=110.16"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","17","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验io变量必填项-校验变量名为空","校验io变量必填项-校验变量名为空"
"passed","Tue Jan 16 22:30:37 CST 2024","Tue Jan 16 22:30:37 CST 2024","55","testcase.7_HistoryManagement","test_history","TestCreat","","","编辑历史组","编辑历史组"
"passed","Tue Jan 16 22:25:20 CST 2024","Tue Jan 16 22:25:29 CST 2024","9206","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增内部变量-F64位浮点数IEEE754","新增内部变量-F64位浮点数IEEE754"
"passed","Tue Jan 16 22:21:09 CST 2024","Tue Jan 16 22:21:09 CST 2024","14","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","查询","查询"
"passed","Tue Jan 16 22:26:25 CST 2024","Tue Jan 16 22:26:25 CST 2024","531","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa3-无符号8位整型","下发内部变量-aa3-无符号8位整型"
"passed","Tue Jan 16 22:27:08 CST 2024","Tue Jan 16 22:27:08 CST 2024","38","testcase.4_AlarmManagement","test_alarm","TestCreat","","","创建报警组","创建报警组"
"passed","Tue Jan 16 22:27:43 CST 2024","Tue Jan 16 22:27:43 CST 2024","25","testcase.5_DataManagement","test_data_run","TestCreat","","","触发类型异常用例--变量触发","触发类型异常用例--变量触发"
"passed","Tue Jan 16 22:27:45 CST 2024","Tue Jan 16 22:27:45 CST 2024","23","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表获取节点信息","归档表获取节点信息"
"passed","Tue Jan 16 22:21:47 CST 2024","Tue Jan 16 22:21:47 CST 2024","325","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-B5-int16缩放比：0.01，小数位：1，进位","异常下发io变量-B5-int16缩放比：0.01，小数位：1，进位"
"passed","Tue Jan 16 22:27:37 CST 2024","Tue Jan 16 22:27:37 CST 2024","55","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-变量触发","设置归档表触发配置-变量触发"
"passed","Tue Jan 16 22:27:44 CST 2024","Tue Jan 16 22:27:44 CST 2024","22","testcase.5_DataManagement","test_data_run","TestCreat","","","查询删除警告-归档表","查询删除警告-归档表"
"passed","Tue Jan 16 22:21:09 CST 2024","Tue Jan 16 22:21:09 CST 2024","99","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","创建工程副本","创建工程副本"
"passed","Tue Jan 16 22:28:09 CST 2024","Tue Jan 16 22:28:09 CST 2024","41","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表触发配置-字段触发","归档表触发配置-字段触发"
"passed","Tue Jan 16 22:30:36 CST 2024","Tue Jan 16 22:30:36 CST 2024","35","testcase.6_ViewManagement","test_view","TestCreat","","","删除图库组","删除图库组"
"passed","Tue Jan 16 22:32:13 CST 2024","Tue Jan 16 22:32:14 CST 2024","1074","testcase.9_Interconnection","test_interconnection","TestCreat","","","保存配置-查询","保存配置-查询"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","9","testcase.2_BasicManagement","test_basic_run","TestCreat","","","获取班次配置","获取班次配置"
"passed","Tue Jan 16 22:21:06 CST 2024","Tue Jan 16 22:21:07 CST 2024","1632","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","创建工程","创建工程"
"passed","Tue Jan 16 22:27:38 CST 2024","Tue Jan 16 22:27:39 CST 2024","56","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-定时触发","设置归档表触发配置-定时触发"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-日期-设定值为空","校验内部变量必填项-日期-设定值为空"
"passed","Tue Jan 16 22:21:49 CST 2024","Tue Jan 16 22:21:50 CST 2024","326","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A4-有符号16位整型","异常下发io变量-A4-有符号16位整型"
"passed","Tue Jan 16 22:25:01 CST 2024","Tue Jan 16 22:25:11 CST 2024","9212","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增内部变量-无符号64位整型","新增内部变量-无符号64位整型"
"passed","Tue Jan 16 22:30:47 CST 2024","Tue Jan 16 22:30:47 CST 2024","163","testcase.7_HistoryManagement","test_history","TestCreat","","","备份历史数据","备份历史数据"
"passed","Tue Jan 16 22:33:28 CST 2024","Tue Jan 16 22:33:33 CST 2024","5065","testcase.9_Interconnection","test_interconnection","TestCreat","","","创建映射表-报警触发-插入","创建映射表-报警触发-插入"
"passed","Tue Jan 16 22:21:09 CST 2024","Tue Jan 16 22:21:10 CST 2024","64","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","远程导入工程文件","远程导入工程文件"
"passed","Tue Jan 16 22:27:15 CST 2024","Tue Jan 16 22:27:16 CST 2024","19","testcase.4_AlarmManagement","test_alarm","TestCreat","","","查询报警类别组","查询报警类别组"
"passed","Tue Jan 16 22:21:09 CST 2024","Tue Jan 16 22:21:09 CST 2024","195","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","删除工程","删除工程"
"passed","Tue Jan 16 22:31:14 CST 2024","Tue Jan 16 22:31:16 CST 2024","2054","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A2=21","下发A2=21"
"passed","Tue Jan 16 22:32:19 CST 2024","Tue Jan 16 22:32:21 CST 2024","2042","testcase.9_Interconnection","test_interconnection","TestCreat","","","下发A10=70.456","下发A10=70.456"
"passed","Tue Jan 16 22:26:36 CST 2024","Tue Jan 16 22:26:36 CST 2024","529","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa14-日期","下发内部变量-aa14-日期"
"passed","Tue Jan 16 22:22:08 CST 2024","Tue Jan 16 22:22:09 CST 2024","1028","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-B6-float32小数位：2，舍位","下发io变量-B6-float32小数位：2，舍位"
"passed","Tue Jan 16 22:27:36 CST 2024","Tue Jan 16 22:27:36 CST 2024","36","testcase.5_DataManagement","test_data_run","TestCreat","","","创建文件夹","创建文件夹"
"passed","Tue Jan 16 22:28:29 CST 2024","Tue Jan 16 22:28:34 CST 2024","4808","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表字段配置","设置聚合表字段配置"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:34 CST 2024","50","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-缩放比小数位，四舍","新增io变量-缩放比小数位，四舍"
"passed","Tue Jan 16 22:30:36 CST 2024","Tue Jan 16 22:30:36 CST 2024","29","testcase.6_ViewManagement","test_view","TestCreat","","","获取分组结构","获取分组结构"
"passed","Tue Jan 16 22:22:02 CST 2024","Tue Jan 16 22:22:04 CST 2024","1038","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-B4-int16缩放比：0.01，小数位：1，四舍","下发io变量-B4-int16缩放比：0.01，小数位：1，四舍"
"passed","Tue Jan 16 22:21:54 CST 2024","Tue Jan 16 22:21:54 CST 2024","315","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A8-有符号64位整型","异常下发io变量-A8-有符号64位整型"
"passed","Tue Jan 16 22:31:49 CST 2024","Tue Jan 16 22:31:51 CST 2024","2045","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A2=111","下发A2=111"
"passed","Tue Jan 16 22:22:56 CST 2024","Tue Jan 16 22:22:57 CST 2024","1018","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io变量-A9-无符号64位整型","读取io变量-A9-无符号64位整型"
"passed","Tue Jan 16 22:27:43 CST 2024","Tue Jan 16 22:27:44 CST 2024","28","testcase.5_DataManagement","test_data_run","TestCreat","","","获取聚合表表头字段","获取聚合表表头字段"
"passed","Tue Jan 16 22:26:29 CST 2024","Tue Jan 16 22:26:30 CST 2024","525","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa7-无符号32位整型","下发内部变量-aa7-无符号32位整型"
"passed","Tue Jan 16 22:27:44 CST 2024","Tue Jan 16 22:27:44 CST 2024","43","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表实时缓存配置","归档表实时缓存配置"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:34 CST 2024","42","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-有符号8位整型","新增io变量-有符号8位整型"
"passed","Tue Jan 16 22:21:50 CST 2024","Tue Jan 16 22:21:51 CST 2024","328","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A5-无符号16位整型","异常下发io变量-A5-无符号16位整型"
"passed","Tue Jan 16 22:23:37 CST 2024","Tue Jan 16 22:23:37 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-设定值为空","校验内部变量必填项-设定值为空"
"passed","Tue Jan 16 22:27:37 CST 2024","Tue Jan 16 22:27:37 CST 2024","54","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-变量触发","设置归档表触发配置-变量触发"
"passed","Tue Jan 16 22:31:00 CST 2024","Tue Jan 16 22:31:02 CST 2024","2043","testcase.7_HistoryManagement","test_history","TestCreat","","","下发aa2=10","下发aa2=10"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint16-设定值非法","校验内部变量必填项-unint16-设定值非法"
"passed","Tue Jan 16 22:22:27 CST 2024","Tue Jan 16 22:22:28 CST 2024","1031","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A7-无符号32位整型","下发io变量-A7-无符号32位整型"
"passed","Tue Jan 16 22:28:17 CST 2024","Tue Jan 16 22:28:17 CST 2024","39","testcase.5_DataManagement","test_data_run","TestCreat","","","通过聚合表获取归档表字段","通过聚合表获取归档表字段"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:34 CST 2024","44","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-缩放比0.1","新增io变量-缩放比0.1"
"passed","Tue Jan 16 22:21:10 CST 2024","Tue Jan 16 22:21:11 CST 2024","1739","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","升级工程","升级工程"
"passed","Tue Jan 16 22:21:55 CST 2024","Tue Jan 16 22:21:55 CST 2024","325","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A9-无符号64位整型","异常下发io变量-A9-无符号64位整型"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:34 CST 2024","41","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-无符号16位整型","新增io变量-无符号16位整型"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint32-设定值非法","校验内部变量必填项-unint32-设定值非法"
"passed","Tue Jan 16 22:26:48 CST 2024","Tue Jan 16 22:26:49 CST 2024","1043","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io映射变量_io_A2_11","下发io映射变量_io_A2_11"
"passed","Tue Jan 16 22:21:46 CST 2024","Tue Jan 16 22:21:46 CST 2024","327","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-B4-int16缩放比：0.01，小数位：1，四舍","异常下发io变量-B4-int16缩放比：0.01，小数位：1，四舍"
"passed","Tue Jan 16 22:30:35 CST 2024","Tue Jan 16 22:30:35 CST 2024","73","testcase.6_ViewManagement","test_view","TestCreat","","","删除画面节点","删除画面节点"
"passed","Tue Jan 16 22:21:51 CST 2024","Tue Jan 16 22:21:52 CST 2024","327","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A6-有符号32位整型","异常下发io变量-A6-有符号32位整型"
"passed","Tue Jan 16 22:27:44 CST 2024","Tue Jan 16 22:27:44 CST 2024","59","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表实时缓存配置","归档表实时缓存配置"
"passed","Tue Jan 16 22:32:03 CST 2024","Tue Jan 16 22:32:03 CST 2024","65","testcase.9_Interconnection","test_interconnection","TestCreat","","","开启映射表","开启映射表"
"passed","Tue Jan 16 22:26:20 CST 2024","Tue Jan 16 22:26:21 CST 2024","218","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:27:38 CST 2024","Tue Jan 16 22:27:38 CST 2024","52","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-变量触发","设置归档表触发配置-变量触发"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:38 CST 2024","45","testcase.7_HistoryManagement","test_history","TestCreat","","","存储设置","存储设置"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","15","testcase.3_VariableManagement","test_variable_run","TestCreat","","","获取通道下所有变量信息","获取通道下所有变量信息"
"passed","Tue Jan 16 22:30:35 CST 2024","Tue Jan 16 22:30:35 CST 2024","69","testcase.6_ViewManagement","test_view","TestCreat","","","创建画面节点2","创建画面节点2"
"passed","Tue Jan 16 22:30:55 CST 2024","Tue Jan 16 22:30:58 CST 2024","3073","testcase.7_HistoryManagement","test_history","TestCreat","","","开启历史归档服务","开启历史归档服务"
"passed","Tue Jan 16 22:27:06 CST 2024","Tue Jan 16 22:27:07 CST 2024","1029","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取逻辑变量_logic2","读取逻辑变量_logic2"
"passed","Tue Jan 16 22:28:39 CST 2024","Tue Jan 16 22:28:39 CST 2024","46","testcase.5_DataManagement","test_data_run","TestCreat","","","设置聚合表触发配置","设置聚合表触发配置"
"passed","Tue Jan 16 22:28:39 CST 2024","Tue Jan 16 22:28:43 CST 2024","4039","testcase.5_DataManagement","test_data_run","TestCreat","","","启动数据服务","启动数据服务"
"passed","Tue Jan 16 22:24:34 CST 2024","Tue Jan 16 22:24:43 CST 2024","9153","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增内部变量-有符号32位整型","新增内部变量-有符号32位整型"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","10","testcase.3_VariableManagement","test_variable_run","TestCreat","","","通道异常校验-连接超时为空","通道异常校验-连接超时为空"
"passed","Tue Jan 16 22:21:20 CST 2024","Tue Jan 16 22:21:25 CST 2024","5686","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","备份工程","备份工程"
"passed","Tue Jan 16 22:21:34 CST 2024","Tue Jan 16 22:21:34 CST 2024","45","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增io变量-有符号32位整型","新增io变量-有符号32位整型"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","14","testcase.3_VariableManagement","test_variable_run","TestCreat","","","通道异常校验-设备IP为空","通道异常校验-设备IP为空"
"passed","Tue Jan 16 22:26:55 CST 2024","Tue Jan 16 22:27:05 CST 2024","9096","testcase.3_VariableManagement","test_variable_run","TestCreat","","","添加逻辑变量","添加逻辑变量"
"passed","Tue Jan 16 22:31:43 CST 2024","Tue Jan 16 22:31:45 CST 2024","2031","testcase.7_HistoryManagement","test_history","TestCreat","","","下发aa2=110","下发aa2=110"
"passed","Tue Jan 16 22:31:33 CST 2024","Tue Jan 16 22:31:35 CST 2024","2043","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A2=100","下发A2=100"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:38 CST 2024","33","testcase.7_HistoryManagement","test_history","TestCreat","","","获取历史组变量","获取历史组变量"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:38 CST 2024","554","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A1=true","下发A1=true"
"passed","Tue Jan 16 22:30:36 CST 2024","Tue Jan 16 22:30:36 CST 2024","44","testcase.6_ViewManagement","test_view","TestCreat","","","设置首页","设置首页"
"passed","Tue Jan 16 22:27:46 CST 2024","Tue Jan 16 22:27:46 CST 2024","62","testcase.5_DataManagement","test_data_run","TestCreat","","","文件夹排序到3","文件夹排序到3"
"passed","Tue Jan 16 22:32:02 CST 2024","Tue Jan 16 22:32:02 CST 2024","68","testcase.9_Interconnection","test_interconnection","TestCreat","","","关闭互联项","关闭互联项"
"passed","Tue Jan 16 22:22:19 CST 2024","Tue Jan 16 22:22:20 CST 2024","1038","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A3-无符号8位整型","下发io变量-A3-无符号8位整型"
"passed","Tue Jan 16 22:30:38 CST 2024","Tue Jan 16 22:30:39 CST 2024","552","testcase.7_HistoryManagement","test_history","TestCreat","","","下发A2=77","下发A2=77"
"passed","Tue Jan 16 22:22:15 CST 2024","Tue Jan 16 22:22:16 CST 2024","1030","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A1-二进制","下发io变量-A1-二进制"
"passed","Tue Jan 16 22:21:55 CST 2024","Tue Jan 16 22:21:55 CST 2024","328","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A9-无符号64位整型","异常下发io变量-A9-无符号64位整型"
"passed","Tue Jan 16 22:32:32 CST 2024","Tue Jan 16 22:32:34 CST 2024","2043","testcase.9_Interconnection","test_interconnection","TestCreat","","","下发A10=77.456","下发A10=77.456"
"passed","Tue Jan 16 22:26:22 CST 2024","Tue Jan 16 22:26:22 CST 2024","527","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发内部变量-aa1-二进制","下发内部变量-aa1-二进制"
"passed","Tue Jan 16 22:23:37 CST 2024","Tue Jan 16 22:23:37 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-int8-设定值非法","校验内部变量必填项-int8-设定值非法"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","18","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint64-设定值非法","校验内部变量必填项-unint64-设定值非法"
"passed","Tue Jan 16 22:27:14 CST 2024","Tue Jan 16 22:27:14 CST 2024","32","testcase.4_AlarmManagement","test_alarm","TestCreat","","","创建报警组","创建报警组"
"passed","Tue Jan 16 22:27:08 CST 2024","Tue Jan 16 22:27:08 CST 2024","18","testcase.4_AlarmManagement","test_alarm","TestCreat","","","查询报警组树","查询报警组树"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-int16-设定值非法","校验内部变量必填项-int16-设定值非法"
"passed","Tue Jan 16 22:32:43 CST 2024","Tue Jan 16 22:32:48 CST 2024","5078","testcase.9_Interconnection","test_interconnection","TestCreat","","","保存配置-插入","保存配置-插入"
"passed","Tue Jan 16 22:32:02 CST 2024","Tue Jan 16 22:32:03 CST 2024","73","testcase.9_Interconnection","test_interconnection","TestCreat","","","创建映射表","创建映射表"
"passed","Tue Jan 16 22:27:08 CST 2024","Tue Jan 16 22:27:08 CST 2024","30","testcase.4_AlarmManagement","test_alarm","TestCreat","","","创建报警文件夹","创建报警文件夹"
"passed","Tue Jan 16 22:21:14 CST 2024","Tue Jan 16 22:21:20 CST 2024","6051","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","数据恢复","数据恢复"
"passed","Tue Jan 16 22:32:23 CST 2024","Tue Jan 16 22:32:25 CST 2024","2032","testcase.9_Interconnection","test_interconnection","TestCreat","","","下发aa16=2022-11-28 09:05:01","下发aa16=2022-11-28 09:05:01"
"passed","Tue Jan 16 22:26:17 CST 2024","Tue Jan 16 22:26:17 CST 2024","229","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:27:38 CST 2024","Tue Jan 16 22:27:38 CST 2024","55","testcase.5_DataManagement","test_data_run","TestCreat","","","设置归档表触发配置-定时触发","设置归档表触发配置-定时触发"
"passed","Tue Jan 16 22:22:30 CST 2024","Tue Jan 16 22:22:31 CST 2024","1031","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A8-有符号64位整型","下发io变量-A8-有符号64位整型"
"passed","Tue Jan 16 22:31:22 CST 2024","Tue Jan 16 22:31:22 CST 2024","93","testcase.7_HistoryManagement","test_history","TestCreat","","","查询历史数据（变化触发）","查询历史数据（变化触发）"
"passed","Tue Jan 16 22:22:17 CST 2024","Tue Jan 16 22:22:18 CST 2024","1032","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A2-有符号8位整型","下发io变量-A2-有符号8位整型"
"passed","Tue Jan 16 22:30:42 CST 2024","Tue Jan 16 22:30:47 CST 2024","5042","testcase.7_HistoryManagement","test_history","TestCreat","","","开启历史归档服务","开启历史归档服务"
"passed","Tue Jan 16 22:26:51 CST 2024","Tue Jan 16 22:26:52 CST 2024","1026","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io映射变量-io_A1","读取io映射变量-io_A1"
"passed","Tue Jan 16 22:26:38 CST 2024","Tue Jan 16 22:26:38 CST 2024","16","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取内部变量-aa12-字符串","读取内部变量-aa12-字符串"
"passed","Tue Jan 16 22:27:57 CST 2024","Tue Jan 16 22:28:04 CST 2024","7725","testcase.5_DataManagement","test_data_run","TestCreat","","","归档表字段配置","归档表字段配置"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-unint16-设定值非法","校验内部变量必填项-unint16-设定值非法"
"passed","Tue Jan 16 22:31:57 CST 2024","Tue Jan 16 22:31:57 CST 2024","46","testcase.8_Language","test_language","TestCreat","","","关闭语言状态","关闭语言状态"
"passed","Tue Jan 16 22:21:10 CST 2024","Tue Jan 16 22:21:10 CST 2024","7","testcase.1_EngineeringManagement","test_engineering_run","TestCreat","","","检查本地工程id是否冲突","检查本地工程id是否冲突"
"passed","Tue Jan 16 22:31:28 CST 2024","Tue Jan 16 22:31:30 CST 2024","2062","testcase.7_HistoryManagement","test_history","TestCreat","","","配置变化触发-百分比","配置变化触发-百分比"
"passed","Tue Jan 16 22:28:47 CST 2024","Tue Jan 16 22:28:49 CST 2024","2042","testcase.5_DataManagement","test_data_run","TestCreat","","","下发A1=false","下发A1=false"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","7","testcase.2_BasicManagement","test_basic_run","TestCreat","","","开始时间不可大于结束时间","开始时间不可大于结束时间"
"passed","Tue Jan 16 22:26:15 CST 2024","Tue Jan 16 22:26:15 CST 2024","242","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发内部变量-$csv{title}","异常下发内部变量-$csv{title}"
"passed","Tue Jan 16 22:22:32 CST 2024","Tue Jan 16 22:22:33 CST 2024","1020","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-A9-无符号64位整型","下发io变量-A9-无符号64位整型"
"passed","Tue Jan 16 22:23:38 CST 2024","Tue Jan 16 22:23:38 CST 2024","20","testcase.3_VariableManagement","test_variable_run","TestCreat","","","校验内部变量必填项-int64-设定值非法","校验内部变量必填项-int64-设定值非法"
"passed","Tue Jan 16 22:26:54 CST 2024","Tue Jan 16 22:26:55 CST 2024","1030","testcase.3_VariableManagement","test_variable_run","TestCreat","","","读取io映射变量-io_A12","读取io映射变量-io_A12"
"passed","Tue Jan 16 22:27:39 CST 2024","Tue Jan 16 22:27:39 CST 2024","104","testcase.5_DataManagement","test_data_run","TestCreat","","","创建聚合表","创建聚合表"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","19","testcase.3_VariableManagement","test_variable_run","TestCreat","","","获取通道信息","获取通道信息"
"passed","Tue Jan 16 22:32:25 CST 2024","Tue Jan 16 22:32:26 CST 2024","1057","testcase.9_Interconnection","test_interconnection","TestCreat","","","创建映射表-修改","创建映射表-修改"
"passed","Tue Jan 16 22:32:21 CST 2024","Tue Jan 16 22:32:23 CST 2024","2042","testcase.9_Interconnection","test_interconnection","TestCreat","","","下发A12=中文1","下发A12=中文1"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","11","testcase.3_VariableManagement","test_variable_run","TestCreat","","","通道异常校验-PDU长度非法","通道异常校验-PDU长度非法"
"passed","Tue Jan 16 22:27:11 CST 2024","Tue Jan 16 22:27:14 CST 2024","3053","testcase.4_AlarmManagement","test_alarm","TestCreat","","","删除报警组","删除报警组"
"passed","Tue Jan 16 22:27:08 CST 2024","Tue Jan 16 22:27:08 CST 2024","42","testcase.4_AlarmManagement","test_alarm","TestCreat","","","更新报警组","更新报警组"
"passed","Tue Jan 16 22:31:08 CST 2024","Tue Jan 16 22:31:10 CST 2024","2042","testcase.7_HistoryManagement","test_history","TestCreat","","","下发aa2=20","下发aa2=20"
"passed","Tue Jan 16 22:21:48 CST 2024","Tue Jan 16 22:21:49 CST 2024","330","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-A2-有符号8位整型","异常下发io变量-A2-有符号8位整型"
"passed","Tue Jan 16 22:27:34 CST 2024","Tue Jan 16 22:27:36 CST 2024","2032","testcase.4_AlarmManagement","test_alarm","TestCreat","","","查询历史报警表","查询历史报警表"
"passed","Tue Jan 16 22:21:33 CST 2024","Tue Jan 16 22:21:33 CST 2024","29","testcase.3_VariableManagement","test_variable_run","TestCreat","","","创建io变量组","创建io变量组"
"passed","Tue Jan 16 22:21:59 CST 2024","Tue Jan 16 22:22:00 CST 2024","1024","testcase.3_VariableManagement","test_variable_run","TestCreat","","","下发io变量-B2-int8缩放比：0.1","下发io变量-B2-int8缩放比：0.1"
"passed","Tue Jan 16 22:27:37 CST 2024","Tue Jan 16 22:27:37 CST 2024","24","testcase.5_DataManagement","test_data_run","TestCreat","","","获取归档表字段配置","获取归档表字段配置"
"passed","Tue Jan 16 22:30:35 CST 2024","Tue Jan 16 22:30:35 CST 2024","17","testcase.6_ViewManagement","test_view","TestCreat","","","获取所有画面节点","获取所有画面节点"
"passed","Tue Jan 16 22:24:52 CST 2024","Tue Jan 16 22:25:01 CST 2024","9212","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增内部变量-有符号64位整型","新增内部变量-有符号64位整型"
"passed","Tue Jan 16 22:21:45 CST 2024","Tue Jan 16 22:21:45 CST 2024","326","testcase.3_VariableManagement","test_variable_run","TestCreat","","","异常下发io变量-B2-int8缩放比：0.1","异常下发io变量-B2-int8缩放比：0.1"
"passed","Tue Jan 16 22:24:43 CST 2024","Tue Jan 16 22:24:52 CST 2024","9232","testcase.3_VariableManagement","test_variable_run","TestCreat","","","新增内部变量-无符号32位整型","新增内部变量-无符号32位整型"
